client_id,nom_complet,type_compte,solde,plafond,decouvert_autorise,montant_verse_mensuel,montant_preleve_mensuel,nombre_transactions,date_ouverture,statut_client,note_rentabilite,segment,score_risque
C0617,Kathy Bishop,Courant,1594644.0,1956002.04,Oui,1798366.7,4797077.13,89,2025-05-05,Actif,44,Standard,0.04
C0618,Brenda Crosby,Crédit,-1005644.93,2636276.19,Non,904808.36,5727247.17,78,2021-07-10,Actif,27,Standard,0.03
C0619,Catherine Jackson,Épargne,8730217.39,9293364.61,Non,4628021.13,1587905.46,94,2019-12-01,Inactif,0,Inactif,0.54
C0620,Julie Carrillo,Épargne,2219016.84,14588943.25,Non,797672.38,1116909.29,90,2018-07-03,Risqué,47,Standard,0.06
C0621,Matthew Cantrell,Crédit,-403668.6,3410862.25,Non,6059849.73,6977102.06,59,2025-04-22,Risqué,60,Standard,0.23
C0622,Teresa Morris,Crédit,-3070098.48,8509862.08,Non,8338411.84,5600482.19,32,2015-10-10,Inactif,69,Standard,0.17
C0623,Alexander Richards,Crédit,-2704075.44,2261488.9,Non,5464622.33,113664.72,58,2024-01-27,Actif,33,Standard,0.34
C0624,Caleb Pratt,Crédit,-2429113.47,2532332.37,Non,2753489.81,1741179.38,52,2019-07-06,Actif,68,Inactif,0.37
C0625,Travis Sullivan,Épargne,2706402.64,9143584.12,Non,7934288.21,1840657.22,0,2019-11-27,Actif,53,Inactif,0.08
C0626,Brittany Perry,Courant,1736398.65,1323902.74,Non,7496190.29,6282232.28,89,2016-04-04,Actif,50,Inactif,0.19
C0627,Misty King,Épargne,7657706.97,17689478.84,Non,4303681.75,2214312.31,20,2016-12-27,Actif,46,VIP,0.61
C0628,John Morris,Courant,1260378.97,938622.63,Oui,8755227.48,6185674.37,19,2025-03-08,Risqué,92,VIP,0.26
C0629,Mr. Andrew Perez,Épargne,3416944.42,19185103.06,Non,4118826.0,5312660.22,7,2020-05-10,Actif,36,Standard,0.43
C0630,Christine Montgomery,Courant,1821348.92,670080.64,Non,7220132.09,4027425.99,11,2020-07-13,Actif,71,VIP,0.46
C0631,Mr. Jonathan Cooley MD,Courant,346068.15,722151.2,Oui,7475822.44,116419.9,61,2023-08-29,Actif,91,Standard,0.26
C0632,Patrick Montes,Courant,3189644.5,1126172.43,Non,7320256.16,4198805.25,0,2015-09-02,Actif,40,Inactif,0.24
C0633,Kimberly Delgado,Crédit,-776861.19,6222056.79,Non,9045148.12,2595440.28,56,2018-12-14,Inactif,79,Inactif,0.22
C0634,John Lang,Courant,682456.7,558618.03,Non,6403510.09,452244.99,63,2020-02-18,Risqué,12,Inactif,0.4
C0635,Brenda Christensen,Épargne,2416071.26,14759097.85,Non,8902389.76,3551454.84,49,2019-03-05,Actif,90,Standard,0.42
C0636,Debra Contreras,Courant,450212.69,584499.92,Non,287647.7,3627692.7,15,2015-12-25,Actif,54,Standard,0.45
C0637,Anna French,Crédit,-2862543.48,1650064.13,Non,1517157.44,632302.55,76,2021-09-24,Inactif,64,Standard,0.07
C0638,Paul Shields,Épargne,11159420.55,5575423.32,Non,6233571.01,6234127.76,80,2017-05-19,Actif,5,Standard,0.36
C0639,Brian Wheeler,Épargne,6023647.53,18242547.36,Non,5301730.48,4165157.14,25,2020-02-03,Risqué,96,Inactif,0.28
C0640,Jonathan Davis,Épargne,6810434.13,6404861.79,Non,7692489.32,5990435.93,59,2017-07-02,Actif,64,Standard,0.15
C0641,Brian Williams,Épargne,4673474.29,17671876.07,Non,8980743.82,2153963.56,76,2023-05-07,Risqué,100,VIP,0.08
C0642,William Reed,Épargne,6937963.82,5097881.16,Non,4821216.41,176035.69,8,2024-06-12,Actif,77,Standard,0.57
C0643,William Willis,Courant,151953.2,1459662.8,Non,594111.98,3288689.12,0,2020-07-23,Actif,21,Standard,0.34
C0644,David Gaines,Épargne,3124250.72,11940317.48,Non,8074634.66,1478180.26,74,2016-10-17,Actif,89,Standard,0.21
C0645,Brittany Mcdowell,Épargne,1468268.76,15112964.34,Non,1378015.35,6456568.76,50,2016-06-20,Actif,40,Standard,0.32
C0646,Robert Hawkins,Courant,471909.89,1833978.14,Non,5218006.97,4542008.57,45,2018-07-29,Actif,60,Standard,0.22
C0647,Mary Lane DVM,Épargne,5063520.76,16818964.08,Non,8411983.3,5201851.68,86,2022-09-01,Actif,28,Inactif,0.26
C0648,Adam Moore,Épargne,9028010.33,11560213.59,Non,9329778.57,5078154.01,99,2018-02-12,Inactif,59,Standard,0.3
C0649,Nancy Carpenter,Courant,358724.5,895408.16,Non,9548669.6,4848470.91,90,2018-06-11,Inactif,98,VIP,0.62
C0650,Dalton Davis,Crédit,-2568480.77,8205975.47,Non,4565992.77,5380797.03,46,2022-12-17,Actif,100,Inactif,0.47
C0651,Mark Sanchez,Courant,2962176.73,1221782.23,Oui,4622047.55,2931952.36,58,2024-09-20,Actif,96,Standard,0.08
C0652,Jessica Goodwin,Crédit,-2133838.58,7437403.74,Non,5589486.46,6845187.92,75,2024-11-09,Risqué,60,Standard,0.17
C0653,Benjamin Harper,Épargne,5097963.81,14928175.82,Non,2114320.91,7251509.03,63,2024-01-27,Actif,77,Standard,0.24
C0654,Tasha Davis,Courant,1277649.87,1763685.48,Non,2323292.18,6938097.85,17,2016-09-04,Actif,35,VIP,0.07
C0655,Cynthia Dunlap,Courant,1049779.97,1111823.92,Non,6631405.78,7061131.11,94,2021-02-26,Actif,55,Standard,0.21
C0656,Benjamin Clark,Épargne,888322.87,17588119.3,Non,368344.88,7524429.69,2,2018-05-31,Actif,78,Standard,0.06
C0657,Manuel Murray,Crédit,-1936726.04,5946600.71,Non,8883785.52,882052.04,34,2024-07-13,Actif,17,Standard,0.17
C0658,Jason Rhodes,Crédit,-803334.41,4973806.09,Non,4931605.08,6797702.3,8,2022-04-13,Actif,20,Inactif,0.07
C0659,Joanna Vazquez,Crédit,-2291202.76,4552977.85,Non,4947551.02,7051172.09,37,2022-04-24,Inactif,14,VIP,0.16
C0660,Daniel Farmer,Courant,542519.4,670642.94,Non,4139058.05,5200304.46,11,2020-06-30,Risqué,19,Standard,0.61
C0661,Erica Robinson PhD,Épargne,2280376.8,19661344.22,Non,421661.72,3588597.98,18,2022-10-15,Actif,28,Inactif,0.43
C0662,Aaron Jenkins,Épargne,3198362.4,8143019.36,Non,1493800.46,7239830.02,44,2015-10-22,Actif,73,Inactif,0.35
C0663,Nathan Jones,Épargne,11105027.33,17473608.89,Non,1545590.69,356802.92,70,2020-09-10,Actif,23,VIP,0.36
C0664,James Norton,Épargne,5253580.95,5491998.11,Non,4232337.12,7166045.23,90,2018-06-28,Actif,52,VIP,0.2
C0665,Susan Sullivan,Crédit,-2810577.92,7382626.33,Non,2043381.22,1727503.2,90,2021-06-13,Actif,31,Standard,0.43
C0666,Barry Wilkinson,Épargne,9400347.67,17579326.94,Non,6565018.73,1865985.53,75,2020-02-18,Actif,49,VIP,0.19
C0667,Jennifer Welch,Épargne,5920095.12,15309245.07,Non,1002754.28,7384450.62,22,2016-11-05,Actif,47,Inactif,0.22
C0668,Jeanne Lewis,Crédit,-2160514.87,8587332.52,Non,4018274.19,4200905.62,71,2015-09-07,Actif,30,Standard,0.11
C0669,Sandra Perez,Crédit,-845550.34,7706303.29,Non,2174994.64,134844.69,71,2022-07-16,Inactif,10,Standard,0.64
C0670,David Hensley,Courant,453709.86,648452.94,Non,2750244.88,6848119.9,9,2020-09-04,Actif,6,Inactif,0.11
C0671,Robert Gonzalez,Crédit,-2973365.95,4578714.87,Non,3396311.64,1914147.85,88,2024-02-26,Actif,38,Standard,0.64
C0672,Shannon Hunter,Courant,517671.31,1355996.87,Non,4384112.12,3348032.46,25,2023-04-02,Actif,62,Inactif,0.54
C0673,Sean Neal,Courant,1575157.96,712766.6,Non,2177322.05,888833.49,79,2020-05-31,Actif,50,Inactif,0.26
C0674,Kimberly Hebert,Épargne,8295454.63,19641174.99,Non,5346428.42,7247308.54,51,2022-07-31,Actif,59,Standard,0.42
C0675,Timothy Hamilton,Crédit,-733103.29,5453456.11,Non,7435986.94,6174773.71,13,2018-06-23,Actif,53,Inactif,0.53
C0676,Brandi Morris,Courant,2418.68,863275.17,Oui,1758514.39,4262179.42,17,2016-05-29,Risqué,84,VIP,0.07
C0677,David Garcia,Courant,1685151.12,1412857.39,Non,9710501.88,3020164.99,85,2024-04-12,Actif,67,Standard,0.11
C0678,Greg Walsh,Courant,500086.48,1104164.2,Oui,410262.25,4431573.62,4,2016-09-25,Actif,62,Standard,0.11
C0679,Paul Hernandez,Épargne,5261535.67,6583975.94,Non,7080170.53,4021412.18,33,2022-07-09,Actif,42,Standard,0.41
C0680,Joshua Francis,Crédit,-1252858.8,9439674.89,Non,957954.01,205046.05,94,2016-06-30,Actif,98,Inactif,0.37
C0681,Taylor Brown,Crédit,-2668676.63,9841514.99,Non,2020407.92,1116251.0,87,2016-02-22,Actif,54,Standard,0.38
C0682,Thomas Ramirez,Épargne,1516662.83,12853123.91,Non,2086903.78,2711805.84,9,2016-11-11,Actif,69,Standard,0.15
C0683,Eileen Griffin,Épargne,1454054.01,13657996.2,Non,705627.04,1570748.8,34,2021-05-28,Risqué,36,Standard,0.48
C0684,Allen Shelton,Courant,355480.88,958120.25,Oui,1618727.22,1433383.06,55,2022-08-05,Risqué,28,Standard,0.61
C0685,Terri Greene,Crédit,-3037181.41,8841492.89,Non,1966187.24,826069.15,34,2018-09-27,Actif,89,Standard,0.13
C0686,Gregory Yang,Épargne,2012156.03,8044903.39,Non,4546096.99,6385732.66,92,2025-04-27,Actif,95,Standard,0.34
C0687,Lucas Ortiz,Crédit,-2997265.57,1219841.95,Non,4146889.29,2696954.46,68,2021-07-17,Actif,36,Standard,0.6
C0688,Jessica Joyce,Épargne,10359791.07,8777220.53,Non,9811243.42,4928978.36,55,2025-02-25,Actif,58,Standard,0.66
C0689,Carlos Matthews,Courant,1508005.71,1613301.51,Non,5121868.32,3408444.03,8,2016-07-20,Actif,33,Standard,0.16
C0690,Scott Williams,Épargne,3982066.44,6117656.93,Non,5128407.58,7757043.04,49,2017-01-03,Inactif,87,VIP,0.23
C0691,Jerry Daniel,Crédit,-3078430.74,1255037.05,Non,8293876.08,6316787.9,8,2020-01-06,Actif,85,Standard,0.28
C0692,Rhonda Brown,Crédit,-249024.43,1262536.02,Non,6070761.14,3196171.4,86,2024-07-22,Actif,88,Standard,0.35
C0693,Margaret Ortiz,Crédit,-1985022.23,2854664.02,Non,4440235.21,566756.27,82,2022-04-15,Actif,23,Inactif,0.17
C0694,Megan Pacheco,Courant,436537.71,1678712.73,Oui,4651445.33,7530678.01,74,2019-10-01,Actif,84,Standard,0.63
C0695,Derek Sanchez,Crédit,-2220367.55,9712652.53,Non,7542212.62,6498742.7,71,2018-03-24,Actif,52,Inactif,0.08
C0696,Kenneth Tyler,Courant,17707.96,737804.24,Non,8136295.78,1104201.73,51,2022-12-15,Actif,36,Standard,0.17
C0697,Krystal Lewis,Épargne,4219891.25,6696496.09,Non,1605497.81,3524418.12,29,2018-02-23,Actif,81,Standard,0.13
C0698,Cynthia Lambert,Courant,1426029.51,756016.15,Oui,6645917.21,6827682.99,93,2020-08-19,Actif,21,Inactif,0.02
C0699,Ann Browning,Courant,1025360.41,634447.66,Non,9594392.58,5739518.08,8,2019-06-01,Actif,35,Standard,0.45
C0700,Crystal Page,Crédit,-2136174.67,5845457.68,Non,4572103.19,1713837.7,6,2024-01-07,Actif,17,Standard,0.33
C0701,Albert Solomon,Crédit,-1960837.88,5069646.45,Non,1378479.74,431263.97,7,2022-12-03,Actif,79,Standard,0.47
C0702,Sharon Rich,Crédit,-3398512.36,3415058.12,Non,6994819.32,62556.4,79,2018-02-09,Actif,53,Standard,0.23
C0703,Dr. Kyle Wright,Épargne,213298.26,14610653.37,Non,4168564.28,2196964.81,44,2015-08-29,Actif,24,Standard,0.45
C0704,Brian Barnes,Épargne,2173852.58,14543282.43,Non,7320306.77,7348183.56,55,2025-04-29,Actif,56,VIP,0.17
C0705,Robert Douglas,Courant,1042425.88,1458089.27,Oui,9535534.8,853654.32,26,2018-06-22,Actif,5,VIP,0.47
C0706,Erik Rose,Épargne,6442237.48,12838592.3,Non,7830428.54,1287401.54,28,2020-05-28,Actif,76,VIP,0.08
C0707,Hector Jackson,Crédit,-2089522.05,9470220.26,Non,8681396.38,2336022.81,33,2022-07-25,Risqué,20,VIP,0.26
C0708,Jacqueline Ford,Épargne,8212546.24,18904827.12,Non,6667945.77,5542285.36,5,2024-12-06,Actif,59,Inactif,0.18
C0709,Amber Martinez,Épargne,1645818.72,8783036.03,Non,9561392.06,7390231.09,19,2017-01-20,Actif,76,Standard,0.47
C0710,Christopher Gordon,Crédit,-836957.35,1202538.95,Non,4468924.4,6261781.94,30,2019-11-30,Actif,24,Inactif,0.3
C0711,Annette Orr,Crédit,-1169487.7,8988067.65,Non,4734085.8,7031015.82,23,2019-01-28,Inactif,29,Inactif,0.14
C0712,Madison Frederick,Épargne,3384759.37,17685628.73,Non,1199403.11,7756421.9,92,2015-10-27,Actif,48,Standard,0.62
C0713,Joshua Evans,Épargne,6844833.92,7557955.84,Non,8979319.55,5266361.43,51,2016-01-09,Actif,6,VIP,0.46
C0714,Justin Munoz,Courant,45372.7,1165982.32,Non,1788350.49,1629272.69,66,2024-05-21,Risqué,69,Standard,0.29
C0715,Pamela Reed,Épargne,6237995.07,8322907.28,Non,4662301.0,3789076.18,22,2020-02-07,Inactif,68,Standard,0.27
C0716,Daniel Moses,Crédit,-1337600.86,6899081.11,Non,136257.44,7423760.27,64,2015-11-13,Actif,64,Standard,0.58
C0717,Patricia Reed,Épargne,1652773.24,15311972.06,Non,2536181.28,5139994.77,19,2023-10-20,Actif,86,Inactif,0.26
C0718,David Brown,Crédit,-2010636.27,8635759.54,Non,252996.03,4855687.41,92,2019-06-27,Actif,25,Standard,0.15
C0719,Mary Jimenez,Épargne,7062280.27,11138743.61,Non,2927471.86,6481373.11,66,2022-07-30,Risqué,90,Standard,0.4
C0720,Joshua Lawrence,Courant,1115033.61,1173722.3,Oui,4429201.67,774541.85,59,2020-07-11,Actif,20,VIP,0.05
C0721,Luke Jones,Crédit,-566269.98,5040205.5,Non,5394834.75,1668107.4,15,2018-04-23,Risqué,65,Standard,0.2
C0722,Anthony Blake,Crédit,-3766239.86,2597336.51,Non,2559620.19,6495307.2,27,2023-12-27,Actif,46,Standard,0.36
C0723,Jeff Bauer,Crédit,-1564235.5,7389397.66,Non,5360567.87,1193484.04,19,2024-01-25,Risqué,42,VIP,0.04
C0724,Anna Davis,Courant,702890.06,782087.85,Non,4308792.56,5283356.08,11,2017-09-10,Actif,27,Standard,0.24
C0725,Jennifer Sanchez,Crédit,-2476240.35,6160614.63,Non,9282611.27,6635606.26,56,2017-03-03,Actif,36,Inactif,0.25
C0726,Samantha Roberts,Épargne,10474999.17,17493974.73,Non,7440078.9,6780161.3,32,2025-03-11,Actif,91,Inactif,0.19
C0727,Sherry Ayala,Crédit,-1194008.27,4496780.33,Non,8663986.01,5809157.61,48,2019-08-27,Actif,23,Standard,0.12
C0728,William Bailey,Courant,2535648.26,681169.28,Non,4289847.02,2336049.98,34,2018-09-29,Actif,14,VIP,0.21
C0729,William Brown,Courant,819345.08,685358.74,Oui,1055231.05,4897180.15,63,2023-06-11,Actif,77,Inactif,0.13
C0730,Jennifer Wallace,Crédit,-3569988.03,2022080.87,Non,8069816.52,2062999.48,25,2016-03-31,Actif,20,Standard,0.29
C0731,Alexa Richardson,Épargne,3926028.7,8948692.62,Non,5584552.12,3320716.91,5,2017-12-05,Actif,89,VIP,0.5
C0732,Raymond Williams,Épargne,2254042.53,11537725.39,Non,4550131.4,178060.34,34,2020-10-21,Actif,98,Standard,0.23
C0733,Robert Pham,Courant,2856997.23,705449.95,Non,5092361.91,1056035.22,92,2020-12-21,Inactif,43,Standard,0.3
C0734,Misty Hale,Épargne,9339689.87,5607637.59,Non,1272966.27,1664411.21,79,2017-02-17,Actif,77,Standard,0.15
C0735,Kyle Hughes,Crédit,-3646329.21,6193480.08,Non,3455542.65,716796.22,85,2017-08-29,Actif,87,VIP,0.16
C0736,Joshua Willis,Épargne,605075.76,10145660.09,Non,4136468.99,5777307.75,61,2024-02-24,Inactif,63,Standard,0.11
C0737,David Walker,Courant,1078513.57,1814438.52,Oui,239481.92,5873014.3,18,2018-10-19,Actif,31,VIP,0.19
C0738,Michaela Cook,Épargne,1801903.49,8214077.14,Non,691682.27,4615633.64,93,2021-09-07,Actif,25,Inactif,0.15
C0739,Ashley Decker,Épargne,854808.74,10253549.21,Non,9175130.13,1115100.19,46,2017-01-09,Actif,74,Standard,0.38
C0740,Michael Williams,Épargne,1246159.01,5109092.12,Non,656076.66,3459270.17,3,2017-12-13,Actif,67,Standard,0.42
C0741,Jonathon Holt,Crédit,-2804104.97,5525587.56,Non,566226.67,7540758.07,20,2018-11-12,Risqué,56,VIP,0.64
C0742,Jonathan Stokes,Courant,800392.87,541774.67,Non,8059898.06,205204.44,94,2022-02-11,Actif,60,Inactif,0.15
C0743,Robin Hood,Épargne,12696954.72,14228223.45,Non,8289030.69,1302129.36,86,2023-12-14,Actif,88,VIP,0.23
C0744,Jason Manning,Épargne,8138771.64,14653281.84,Non,925659.97,7153599.94,96,2016-12-10,Actif,78,Inactif,0.4
C0745,Jason Robertson,Crédit,-1414864.14,2936085.37,Non,8262510.88,7897304.79,83,2016-07-12,Actif,61,Inactif,0.27
C0746,Lisa Barber,Épargne,7903383.41,14137930.87,Non,8539071.14,2153547.04,94,2021-07-17,Actif,52,Standard,0.2
C0747,Rebecca Wilson,Épargne,6792613.12,6001253.82,Non,1208632.96,4791972.89,64,2022-07-02,Actif,92,Standard,0.03
C0748,Casey Lawrence,Crédit,-3176490.44,6838255.38,Non,6392581.52,4449750.22,11,2015-11-02,Actif,77,Inactif,0.54
C0749,Jennifer Miller,Épargne,7733618.89,15197163.37,Non,5609357.96,5018291.09,62,2025-01-14,Actif,84,Standard,0.69
C0750,Paul Marshall,Crédit,-2828555.23,8669329.73,Non,5613899.51,4280455.28,19,2022-04-11,Actif,68,Standard,0.16
C0751,John Maxwell,Courant,531436.34,880185.69,Oui,788756.25,875008.93,96,2016-06-30,Actif,98,Standard,0.4
C0752,Nancy Baird,Épargne,2102432.96,13464515.97,Non,1189602.04,7976074.5,70,2023-12-19,Actif,25,Standard,0.32
C0753,Brett Turner,Épargne,3749368.35,13656834.05,Non,7039054.41,5091030.96,64,2022-03-02,Actif,7,Standard,0.11
C0754,Melissa Delacruz,Épargne,3151220.17,19875491.92,Non,9279235.42,2496407.31,53,2021-05-19,Actif,14,Inactif,0.46
C0755,John Avery,Courant,33012.08,1883748.34,Non,8534028.22,6210323.29,91,2020-07-10,Inactif,69,Standard,0.19
C0756,Vincent Allen,Épargne,3591805.51,12757255.43,Non,3731488.92,5939199.94,47,2017-02-24,Actif,78,Standard,0.54
C0757,Christine Fletcher,Crédit,-71377.18,7794461.8,Non,3327067.57,1148945.09,76,2021-04-06,Inactif,59,Standard,0.05
C0758,David Thomas,Courant,948850.17,1808159.1,Non,2924923.32,735680.91,22,2021-09-25,Actif,33,Standard,0.42
C0759,Sara Allen,Crédit,-1035210.26,3621643.72,Non,1489870.83,6499282.94,68,2020-06-23,Actif,59,Inactif,0.44
C0760,Tony Foster,Épargne,12279391.02,19789873.58,Non,9380757.37,6904116.02,1,2021-04-14,Actif,93,Standard,0.15
C0761,Devin Campbell,Épargne,4686924.65,14016239.98,Non,7112556.9,7607206.5,16,2018-09-13,Actif,59,Standard,0.49
C0762,Robert Herrera,Courant,543587.88,1426031.38,Oui,4078862.6,1627061.69,68,2018-04-08,Actif,20,Standard,0.06
C0763,Christopher Valenzuela,Épargne,217615.46,13162701.74,Non,5457525.21,4002372.84,41,2020-02-06,Inactif,67,VIP,0.39
C0764,James Russell,Crédit,-3261967.12,4317062.22,Non,9602118.21,6572667.26,80,2025-02-01,Actif,71,Standard,0.3
C0765,Lisa Wong,Épargne,3669179.51,6141499.83,Non,2775452.96,1638990.15,89,2019-08-08,Actif,47,Standard,0.27
C0766,Peter Gregory,Crédit,-3190336.34,7488038.97,Non,7298285.91,50419.97,76,2018-01-20,Risqué,46,Standard,0.43
C0767,Danielle Mendoza,Épargne,8667751.42,17426668.08,Non,5400836.29,1266688.65,45,2023-02-23,Actif,94,Inactif,0.01
C0768,Andrew Jackson,Courant,569545.04,862377.5,Oui,5570925.82,6379678.29,98,2019-10-31,Actif,74,Standard,0.28
C0769,Deborah Rose,Crédit,-4426192.81,9095077.76,Non,9277295.77,3250760.93,69,2015-10-01,Actif,90,Standard,0.12
C0770,Joseph Hancock,Courant,129955.39,528321.32,Non,1050277.07,3994944.86,20,2019-04-09,Actif,12,Inactif,0.52
C0771,Natalie Martin,Épargne,3369299.48,7833040.74,Non,2722561.66,4298365.24,90,2016-05-31,Actif,22,Standard,0.51
C0772,Michelle Dunn,Crédit,-2495498.67,2167356.32,Non,4564849.91,4080094.42,2,2025-05-01,Actif,79,Standard,0.14
C0773,Wesley Terrell,Épargne,5242530.74,8294285.68,Non,6790794.35,6079348.69,15,2019-12-20,Actif,100,Inactif,0.26
C0774,Lindsay Bryant,Courant,839942.99,1737981.93,Oui,8167414.21,7481651.81,35,2021-08-13,Actif,3,Inactif,0.41
C0775,John White,Crédit,-472681.01,5844937.35,Non,5672484.23,7592204.1,56,2025-03-16,Actif,69,Inactif,0.47
C0776,Deborah Brady,Crédit,-1400360.01,3271724.32,Non,7331172.15,1359635.37,67,2021-05-18,Actif,37,Standard,0.31
C0777,Ronald Scott,Courant,1791976.94,1678629.09,Non,9477961.81,2878974.99,51,2018-10-09,Actif,85,Standard,0.24
C0778,Katherine Richard,Épargne,3992493.5,18569078.8,Non,3439634.87,3048040.28,32,2016-09-09,Actif,28,VIP,0.41
C0779,Megan Ramos,Crédit,-2548944.52,7257467.2,Non,3471343.08,5566351.48,58,2018-12-30,Inactif,2,VIP,0.24
C0780,Laura Green,Courant,1815021.42,802482.82,Non,828508.88,6315545.57,59,2020-07-06,Actif,21,Inactif,0.14
C0781,Brian Thompson,Courant,893608.9,790990.93,Oui,2884284.13,4066053.95,65,2024-03-31,Inactif,31,Standard,0.66
C0782,Amanda Lara,Courant,753914.8,1346190.42,Oui,6556617.03,7384854.04,99,2021-03-06,Actif,26,Inactif,0.55
C0783,Daniel Barrett,Courant,953281.46,1719135.28,Non,6664760.44,2746089.98,84,2016-03-14,Risqué,100,Standard,0.38
C0784,Peter Allen,Courant,491399.03,1289779.17,Oui,3987581.79,1483829.95,2,2022-06-09,Actif,80,Standard,0.31
C0785,Jacob Johnson,Crédit,-1432738.29,6369674.79,Non,914285.93,5628623.39,19,2021-08-25,Inactif,6,Standard,0.36
C0786,Mark Tran,Épargne,7421783.17,13236248.34,Non,5850834.87,3243142.35,29,2020-02-21,Actif,59,Standard,0.18
C0787,Jessica Mitchell,Crédit,-1745523.92,2699831.68,Non,7026354.26,2360611.61,80,2023-06-30,Actif,85,Standard,0.12
C0788,Jordan Ayala,Crédit,-1533445.03,1401130.37,Non,9707204.66,5742701.27,52,2022-11-12,Actif,35,Inactif,0.06
C0789,Mary Hodges,Épargne,2464988.45,15098063.69,Non,8260669.7,2473790.89,32,2017-02-14,Actif,89,VIP,0.14
C0790,Brandon Mccullough,Épargne,1736757.69,11975529.87,Non,6914465.23,7077782.33,59,2016-10-31,Risqué,79,Standard,0.31
C0791,Jessica Barton,Épargne,2957090.42,15064931.92,Non,1643954.31,111882.56,47,2020-12-25,Inactif,86,VIP,0.58
C0792,Samuel Best,Épargne,6083157.03,13577724.93,Non,5859703.74,1717714.54,38,2021-06-21,Actif,39,Standard,0.16
C0793,Michael Hale,Courant,919791.58,1195513.71,Oui,930797.04,4891542.93,66,2021-05-31,Actif,30,Inactif,0.27
C0794,Shannon Rogers,Courant,1647686.75,914129.13,Oui,2213603.96,2070712.83,12,2022-12-27,Actif,63,Standard,0.07
C0795,Angela Dougherty,Crédit,-1901663.66,9899881.41,Non,9493240.47,672282.12,51,2019-12-20,Actif,34,Standard,0.3
C0796,Michelle Curtis,Crédit,-1320800.52,8078892.9,Non,1635933.14,400533.12,4,2018-04-21,Actif,85,Standard,0.12
C0797,Travis Jones,Crédit,-1425762.62,3789821.23,Non,9328804.1,2025324.77,96,2020-07-11,Actif,93,Standard,0.29
C0798,Sandra Green,Courant,1731193.76,1564857.57,Non,156385.3,3541723.56,99,2023-04-08,Actif,58,Standard,0.12
C0799,Paula Kelly,Épargne,3554914.85,10286539.12,Non,7144517.52,1303743.79,29,2021-12-17,Actif,57,Inactif,0.09
C0800,Zachary Davis,Épargne,2864422.09,12661089.94,Non,4577403.61,6148986.72,73,2023-05-22,Actif,5,Standard,0.32
C0801,Steve Webster,Épargne,802315.22,10146732.75,Non,2456962.44,3218091.13,8,2017-10-30,Actif,23,VIP,0.32
C0802,Robert Scott,Crédit,-546201.45,7635049.1,Non,7012145.12,2007852.34,27,2022-02-04,Actif,26,Inactif,0.23
C0803,Jerome Anderson,Épargne,5509243.3,7856854.96,Non,4449453.57,618449.04,47,2022-07-09,Risqué,100,Standard,0.63
C0804,Samuel Bryant,Courant,501854.53,1543031.38,Oui,1101959.38,5335221.68,86,2016-05-16,Actif,68,Inactif,0.24
C0805,Stephen Kane,Épargne,4853510.49,12515710.67,Non,3250541.59,1100686.13,5,2023-01-24,Actif,34,Standard,0.08
C0806,Michelle Mcguire,Crédit,-1196889.17,5675039.08,Non,5648753.12,7562332.0,38,2020-04-20,Actif,65,Standard,0.18
C0807,April Ritter,Crédit,-2901434.17,2062490.57,Non,609936.13,3325352.22,32,2023-01-02,Inactif,92,Standard,0.53
C0808,Danielle Miller,Crédit,-911129.93,5619147.15,Non,5892432.32,3838090.71,94,2015-08-17,Actif,80,VIP,0.54
C0809,Trevor Perez,Épargne,1940187.99,5151067.02,Non,2784163.13,919729.41,66,2019-05-21,Actif,49,Standard,0.29
C0810,Leslie Taylor,Courant,774318.59,799528.14,Oui,5088378.89,5391541.52,26,2020-08-26,Actif,85,Inactif,0.2
C0811,Scott Lopez,Épargne,8365028.96,8268567.05,Non,6494316.53,3402952.09,57,2015-12-13,Actif,100,VIP,0.21
C0812,Jonathan Bautista,Épargne,5168454.96,16686012.72,Non,2643302.87,1345186.91,87,2022-07-16,Actif,25,VIP,0.1
C0813,Ashley Jones,Épargne,3209019.23,16744012.59,Non,7475236.2,4856671.07,86,2024-08-15,Actif,72,Standard,0.08
C0814,Andrea Miller,Crédit,-1804558.13,1958335.87,Non,4943975.87,6159318.98,67,2024-10-29,Risqué,82,Standard,0.31
C0815,Katherine Thompson,Crédit,-666851.99,2322069.12,Non,9709999.27,7582444.01,65,2022-11-24,Actif,7,Standard,0.42
C0816,Joshua Orr DDS,Épargne,9086194.87,11972747.06,Non,5398354.85,7961517.31,99,2017-02-24,Actif,43,VIP,0.14
C0817,Deborah Soto,Épargne,9027481.42,5016972.13,Non,834239.87,6115841.24,95,2025-04-24,Actif,44,Standard,0.33
C0818,Edward Green,Épargne,3850554.26,16642572.38,Non,9716267.94,3757829.26,88,2021-07-06,Actif,73,Standard,0.2
C0819,Sheila Cooper,Courant,853159.59,1492073.12,Non,369023.83,711454.44,36,2022-06-07,Actif,75,VIP,0.05
C0820,Shelby Garcia,Courant,708475.51,1991675.13,Non,9800861.77,7063225.46,57,2021-03-03,Actif,15,Standard,0.35
C0821,David Moore,Courant,353668.21,1874633.28,Non,547721.56,1284449.0,15,2023-09-06,Actif,85,VIP,0.49
C0822,Mitchell Gregory,Épargne,10141777.4,17577514.86,Non,9498388.34,6961355.14,1,2023-06-05,Actif,69,Standard,0.23
